Red Gate Garden;604 Marcy Avenue;40,693796;-73,948905;11206
Red Hook Farm/Added Value;558 Columbia Street;40,672562;-74,008692;11231
Relaxation Garden (Suen Dragon Garden);209 Avenue B;40,72859;-73,978637;10009
Rev. Linnette C. Williamson Memorial Park;65-67 W. 128th Street;40,809144;-73,942758;10027
River Garden;1086 East 180th Street;40,842204;-73,876529;10460
Roberto Clemente Community Garden;1272-1280 Shakespeare Avenue;40,839017;-73,922729;10452
Rodale Pleasant Park Community Garden;437-39 East 114th Street/448-450 East 115th Street;
Rogers/Tilden/Veronica Place Block Association;2601-2603 Tilden Avenue.;40,646757;-73,952588;11226
Sam & Sadie Koenig Garden;237 E. 7th Street;40,723877;-73,97835;10009
Santos White Garden;2110 Mermaid Avenue;40,576242;-73,988189;11224
Schomburg Satellite Academy H.S.;869 E 164th Street;40,82331;-73,899259;10459
Seagirt Community Garden;3003 Seagirt Boulevard.;40,595964;-73,763133;11691
Seasons of Vision;9-11 Rochester Avenue;40,678834;-73,927378;11233
Secret Garden;293-297 East 4th Street;40,722464;-73,980569;10009
Senior Citizens Block Association of Mermaid Avenue;2917-2923 West 20th Street;40,575997;-73,986807;11224
Serenity Gardens;522 West 146th Street;40,826254;-73,947965;10031
Sheffield South Block Association;673 Sheffield Avenue;40,660557;-73,893175;11207
Sheridan Manor Community Garden;1340 Sheridan Avenue;40,837275;-73,913574;10456
Sherman Avenue Community Garden;953-955 Sherman Avenue;40,828252;-73,91911;10456
Shiloh Garden Inc.;323-325 Monroe Street;40,686076;-73,945381;11216
Shma Yisrael;2084-90 Pacific Street;40,675795;-73,915903;11233
Society for Preservation of Weeksville;1688-1696 Bergen Street;40,674829;-73,926867;11213
South Bronx High School - Unity Garden;701 St. Ann's Avenue;40,81825;-73,91103;10455
Spencer Street Community Garden;230A Spencer Street;40,691602;-73,954593;11205
St. Anns Block Garden Association;666-68 St. Ann's Avenue;40,817078;-73,911494;10455
St. John Cantius Parish;476-484 New Jersey Avenue;40,667535;-73,893737;11207
St. Johns Place Renaissance Garden;1642 St. John's Place;40,670169;-73,92352;11233
St. Marks Avenue/ Prospect Heights Community Garden;207 St. Marks Avenue;40,67871;-73,96929;11238
Stars of Hope Community Garden;213 Madison Street;40,684681;-73,950996;11216
Sterling Community Group;1701,1713,1715 Sterling Place;
Success Garden;461 Williams Avenue;40,664659;-73,897865;11207
Suffolk Street Community Garden;174 Suffolk Street;40,720933;-73,985083;10002
Sugar Hill Park;339-341 Edgecombe Avenue.;40,826462;-73,941811;10031
Summit Street Community Garden;281-283 Columbia Street;40,682578;-74,003869;11231
Sumpter Community Garden;182 Sumpter Street;40,680246;-73,917693;11233
Sunshine Community Garden;99-100 McKibben Street;40,70508;-73,944013;11206
Surf Side Garden;2829 Surf Avenue;40,572905;-73,994741;11224
Taqwa Community Farm;90 W 164th Street;40,832559;-73,928305;10452
Target (Bronx) Community Garden (Anderson Avenue Community Garden);1001 Anderson Avenue;40,832284;-73,927189;10452
Target (Brooklyn) Community Garden (Bedford Avenue Block Association Garden);931-933 Bedford Avenue;40,692061;-73,955631;11205
Target East Harlem Community Garden;415-421 East 117th Street;40,79645;-73,934347;10035
Target East Harlem Community Garden (St. Mark's Monastery 2);429-433 East 117th Street;40,796357;-73,934119;10035
Ten Eyck Houses HDFC;15-17 Ten Eyck Street;40,709598;-73,950072;11206
Thomas Jefferson High School;642-648 Blake Avenue;40,667777;-73,895164;11207
TLC Sculpture Park;271 Glenmore Avenue;40,672509;-73,900636;11207
Townsend Garden (Mt. Hope Housing Co.);1735 Walton Avenue;40,846592;-73,910938;10453
Toyota Childrens Learning Garden (Coradan Evaeden);603 East 11th Street;40,727311;-73,979074;10009
Tranquility Farm;267 Throop Ave.;40,694666;-73,943253;11206
Triple R/Relaxation, Reflection, Revenue (Victoria Garden);613 Hendrix Street;40,666544;-73,887795;11207
United Community Centers Site I;285 - 303 New Lots Avenue;40,660713;-73,895655;11207
United Herkimer Garden Club;97 Herkimer Street;40,679691;-73,950448;11216
Unity Garden;53-55 West 128th Street;40,809031;-73,942488;10027
Unity Tower Tenant Association;1917-23 Surf Avenue;40,575064;-73,985961;11224
Upon This Rock Community Garden;2556 Pitkin Avenue.;40,674543;-73,877838;11208
Vamos Sembrar: For the Beloved and Otherwise Forgotten;198 Avenue B;40,728258;-73,978901;10009
Van Buren Street Garden;49 Van Buren Street;40,690036;-73,943557;11221
Vernon (Throop Avenue Block Assoc.);253 Throop Avenue;40,695179;-73,943354;11206
Vernon New Harvest;42-48 Vernon Avenue;40,694461;-73,950534;11206
Vernon T&T Block Assoc.;200 Vernon Ave.;40,695196;-73,944122;11206
Victory Gardens Group;953 Gates Avenue;40,688836;-73,92789;11221
Villa Santurce Jardinera - 112th Street;74 E. 112th Street;40,796895;-73,945424;10029
Vogue Community Garden;431 E. 156th Street;40,820531;-73,914448;10455
Walt L. Shamal Community Garden;1093-1095 Dean Street;40,677263;-73,953835;11216
Walton High School;2780 Reservoir Avenue;40,870293;-73,898309;10468
Wanaqua Garden;460-464 E. 136th Street;40,807068;-73,922098;10454
Warren-St.Marks Community Garden;623 Warren Street;40,68082;-73,979402;11217
Waterfront Community Garden;2008 Gildersleeve Avenue;40,809962;-73,85071;10473
Welcome Home Garden;681 Halsey Street;40,684676;-73,924963;11233
West 111th Street People's Garden;1036-53 Amsterdam Avenue;40,803674;-73,963366;10025
West 131st Street Community Garden;34 West 131st Street;40,81071;-73,940702;10037
West 132nd Street Garden;108-114 W. 132nd Street;40,812454;-73,942882;10027
West 181st Street Beautification Project;814 West 181st Street;40,851073;-73,938894;10033
West 87th Street Park & Garden;55-57 West 87th Street;40,786617;-73,970356;10024
Westbrook Memorial Garden;1233 Pacific Street;40,677792;-73,951866;11216
Westervelt Community & Family Garden;143 Westervelt Avenue;40,644392;-74,084861;10301
William B. Washington Memorial Garden;321-325 West 126th Street;40,811116;-73,9513;10027
Woodbine St. Block Assoc.;146 Woodbine Street;40,692534;-73,916722;11221
Woodycrest Community Garden;949 Woodycrest Avenue;40,83116;-73,929149;10452
